Title:,Trace 1
Model:,N9320B
Serial Number:,CN0323C271
85,382608695.652174,-2.669408798e+01
86,384782608.695652,-2.741044998e+01
87,386956521.739130,-2.804266739e+01
88,389130434.782609,-2.863225174e+01
89,391304347.826087,-2.911930466e+01
90,393478260.869565,-2.931528473e+01
91,395652173.913043,-2.914139175e+01
92,397826086.956522,-2.871031570e+01
93,400000000.000000,-2.820450592e+01
94,402173913.043478,-2.750677109e+01
95,404347826.086957,-2.687135315e+01
96,406521739.130435,-2.629170990e+01
97,408695652.173913,-2.573336411e+01
98,410869565.217391,-2.510738754e+01
99,413043478.260870,-2.468417740e+01
100,415217391.304348,-2.419058228e+01
101,417391304.347826,-2.371466446e+01
102,419565217.391304,-2.301621628e+01
103,421739130.434783,-2.225855255e+01
104,423913043.478261,-2.151787949e+01
105,426086956.521739,-2.070425797e+01
106,428260869.565217,-1.992475128e+01
107,430434782.608696,-1.918277740e+01
108,432608695.652174,-1.859078217e+01
109,434782608.695652,-1.812188721e+01
110,436956521.739130,-1.783020973e+01
111,439130434.782609,-1.767490768e+01
112,441304347.826087,-1.765023994e+01
113,443478260.869565,-1.766562653e+01
114,445652173.913043,-1.776989746e+01
115,447826086.956522,-1.769324493e+01
116,450000000.000000,-1.736321259e+01
117,452173913.043478,-1.681203079e+01
118,454347826.086957,-1.611209297e+01
119,456521739.130435,-1.532843971e+01
120,458695652.173913,-1.442608070e+01
121,460869565.217391,-1.360869026e+01
122,463043478.260870,-1.284183502e+01
123,465217391.304348,-1.219726944e+01
124,467391304.347826,-1.169089317e+01
125,469565217.391304,-1.129854012e+01
126,471739130.434783,-1.110220718e+01
127,473913043.478261,-1.105610466e+01
128,476086956.521739,-1.112382126e+01
129,478260869.565217,-1.141382217e+01
130,480434782.608696,-1.199824524e+01
131,482608695.652174,-1.273021507e+01
132,484782608.695652,-1.356467628e+01
133,486956521.739130,-1.442607307e+01
134,489130434.782609,-1.478348351e+01
135,491304347.826087,-1.478242302e+01
136,493478260.869565,-1.521628380e+01
137,495652173.913043,-1.580485344e+01
138,497826086.956522,-1.632878494e+01
139,500000000.000000,-1.682120705e+01
140,502173913.043478,-1.724112701e+01
141,504347826.086957,-1.747985649e+01
142,506521739.130435,-1.753112030e+01
143,508695652.173913,-1.749302483e+01
144,510869565.217391,-1.745852852e+01
145,513043478.260870,-1.749123764e+01
146,515217391.304348,-1.770677185e+01
147,517391304.347826,-1.812595749e+01
148,519565217.391304,-1.881811905e+01
149,521739130.434783,-1.983306503e+01
150,523913043.478261,-2.105885696e+01
151,526086956.521739,-2.249085999e+01
152,528260869.565217,-2.385406494e+01
153,530434782.608696,-2.506899643e+01
154,532608695.652174,-2.613752747e+01
155,534782608.695652,-2.682274246e+01
156,536956521.739130,-2.725230789e+01
157,539130434.782609,-2.749594879e+01
158,541304347.826087,-2.739993668e+01
159,543478260.869565,-2.738615417e+01
160,545652173.913043,-2.726432419e+01
161,547826086.956522,-2.716688538e+01
162,550000000.000000,-2.677998352e+01
163,552173913.043478,-2.637697983e+01
164,554347826.086957,-2.579196930e+01
165,556521739.130435,-2.497758484e+01
166,558695652.173913,-2.413692093e+01
167,560869565.217391,-2.317907333e+01
168,563043478.260870,-2.214278412e+01
169,565217391.304348,-2.124618149e+01
170,567391304.347826,-2.048413849e+01
171,569565217.391304,-2.004561996e+01
172,571739130.434783,-1.997160721e+01
173,573913043.478261,-2.014987564e+01
174,576086956.521739,-2.064721680e+01
175,578260869.565217,-2.156479645e+01
176,580434782.608696,-2.266286469e+01
177,582608695.652174,-2.383541489e+01
178,584782608.695652,-2.494736099e+01
179,586956521.739130,-2.591459274e+01
180,589130434.782609,-2.640509415e+01
181,591304347.826087,-2.650967407e+01
182,593478260.869565,-2.619158173e+01
183,595652173.913043,-2.553340530e+01
184,597826086.956522,-2.492216492e+01
185,600000000.000000,-2.431938934e+01
186,602173913.043478,-2.356504059e+01
187,604347826.086957,-2.287645721e+01
188,606521739.130435,-2.207689667e+01
189,608695652.173913,-2.124626923e+01
190,610869565.217391,-2.030923843e+01
191,613043478.260870,-1.927388763e+01
192,615217391.304348,-1.825299454e+01
193,617391304.347826,-1.728156853e+01
194,619565217.391304,-1.645993996e+01
195,621739130.434783,-1.587441444e+01
196,623913043.478261,-1.558401871e+01
197,626086956.521739,-1.556917763e+01
198,628260869.565217,-1.574518967e+01
199,630434782.608696,-1.629944038e+01
200,632608695.652174,-1.705569649e+01
201,634782608.695652,-1.800055695e+01
202,636956521.739130,-1.895877075e+01
203,639130434.782609,-1.969205856e+01
204,641304347.826087,-2.017795181e+01
205,643478260.869565,-2.006751251e+01
206,645652173.913043,-1.951269913e+01
207,647826086.956522,-1.881880569e+01
208,650000000.000000,-1.813718033e+01
209,652173913.043478,-1.756333542e+01
210,654347826.086957,-1.719983482e+01
211,656521739.130435,-1.704708481e+01
212,658695652.173913,-1.703347206e+01
213,660869565.217391,-1.718949318e+01
214,663043478.260870,-1.761319351e+01
215,665217391.304348,-1.839521027e+01
216,667391304.347826,-1.946801376e+01
217,669565217.391304,-2.080020905e+01
218,671739130.434783,-2.224395752e+01
219,673913043.478261,-2.388290405e+01
220,676086956.521739,-2.528386688e+01
221,678260869.565217,-2.654597092e+01
222,680434782.608696,-2.749583435e+01
223,682608695.652174,-2.804904556e+01
224,684782608.695652,-2.842002869e+01
225,686956521.739130,-2.844327545e+01
226,689130434.782609,-2.820235062e+01
227,691304347.826087,-2.815808868e+01
228,693478260.869565,-2.810590363e+01
229,695652173.913043,-2.806119537e+01
230,697826086.956522,-2.807639694e+01
231,700000000.000000,-2.818192291e+01
232,702173913.043478,-2.816349411e+01
233,704347826.086957,-2.812115479e+01
234,706521739.130435,-2.800656128e+01
235,708695652.173913,-2.775745392e+01
236,710869565.217391,-2.760469818e+01
237,713043478.260870,-2.739825439e+01
238,715217391.304348,-2.718491364e+01
239,717391304.347826,-2.730120468e+01
240,719565217.391304,-2.756181335e+01
241,721739130.434783,-2.775976181e+01
242,723913043.478261,-2.829675674e+01
243,726086956.521739,-2.874449921e+01
244,728260869.565217,-2.923078156e+01
245,730434782.608696,-2.951959991e+01
246,732608695.652174,-2.961038589e+01
247,734782608.695652,-2.933970261e+01
248,736956521.739130,-2.917333603e+01
249,739130434.782609,-2.884459305e+01
250,741304347.826087,-2.843398285e+01
251,743478260.869565,-2.816772461e+01
252,745652173.913043,-2.776179123e+01
253,747826086.956522,-2.758197784e+01
254,750000000.000000,-2.747125244e+01
255,752173913.043478,-2.723845291e+01
256,754347826.086957,-2.713859940e+01
257,756521739.130435,-2.680054092e+01
258,758695652.173913,-2.644828415e+01
259,760869565.217391,-2.595991898e+01
260,763043478.260870,-2.535483551e+01
261,765217391.304348,-2.468356705e+01
262,767391304.347826,-2.383535385e+01
263,769565217.391304,-2.310743713e+01
264,771739130.434783,-2.239022446e+01
265,773913043.478261,-2.174943161e+01
266,776086956.521739,-2.134233856e+01
267,778260869.565217,-2.102838135e+01
268,780434782.608696,-2.103741837e+01
269,782608695.652174,-2.114194107e+01
270,784782608.695652,-2.137163544e+01
271,786956521.739130,-2.166123199e+01
272,789130434.782609,-2.210376740e+01
273,791304347.826087,-2.259194183e+01
274,793478260.869565,-2.291169739e+01
275,795652173.913043,-2.312398911e+01
276,797826086.956522,-2.322870636e+01
277,800000000.000000,-2.321178818e+01
278,802173913.043478,-2.303771210e+01
279,804347826.086957,-2.276790619e+01
280,806521739.130435,-2.242217255e+01
281,808695652.173913,-2.195876694e+01
282,810869565.217391,-2.157488632e+01
283,813043478.260870,-2.114662933e+01
284,815217391.304348,-2.068690109e+01
285,817391304.347826,-2.035364151e+01
286,819565217.391304,-1.995127106e+01
287,821739130.434783,-1.957781219e+01
288,823913043.478261,-1.926907349e+01
289,826086956.521739,-1.905166245e+01
290,828260869.565217,-1.896036530e+01
291,830434782.608696,-1.898978806e+01
292,832608695.652174,-1.926457596e+01
293,834782608.695652,-1.962661362e+01
294,836956521.739130,-2.019863129e+01
295,839130434.782609,-2.076685333e+01
296,841304347.826087,-2.133774567e+01
297,843478260.869565,-2.195750046e+01
298,845652173.913043,-2.253764343e+01
299,847826086.956522,-2.280862045e+01
300,850000000.000000,-2.297552109e+01
301,852173913.043478,-2.295147324e+01
302,854347826.086957,-2.280315399e+01
303,856521739.130435,-2.265579987e+01
304,858695652.173913,-2.249894333e+01
305,860869565.217391,-2.253442764e+01
306,863043478.260870,-2.261225128e+01
307,865217391.304348,-2.273554993e+01
308,867391304.347826,-2.293802261e+01
309,869565217.391304,-2.335184097e+01
310,871739130.434783,-2.383213806e+01
311,873913043.478261,-2.441839600e+01
312,876086956.521739,-2.511754990e+01
313,878260869.565217,-2.587240982e+01
314,880434782.608696,-2.670915222e+01
315,882608695.652174,-2.741036987e+01
316,884782608.695652,-2.803756714e+01
317,886956521.739130,-2.854068375e+01
318,889130434.782609,-2.896185684e+01
319,891304347.826087,-2.931438828e+01
320,893478260.869565,-2.949272919e+01
321,895652173.913043,-2.959302139e+01
322,897826086.956522,-2.948562622e+01
323,900000000.000000,-2.935490036e+01
324,902173913.043478,-2.924068069e+01
325,904347826.086957,-2.931446075e+01
326,906521739.130435,-2.926716232e+01
327,908695652.173913,-2.911773300e+01
328,910869565.217391,-2.882345200e+01
329,913043478.260870,-2.848437500e+01
330,915217391.304348,-2.813390350e+01
331,917391304.347826,-2.789641571e+01
332,919565217.391304,-2.768104172e+01
333,921739130.434783,-2.759818268e+01
334,923913043.478261,-2.756520081e+01
335,926086956.521739,-2.757666016e+01
336,928260869.565217,-2.762090302e+01
337,930434782.608696,-2.765200806e+01
338,932608695.652174,-2.746863556e+01
339,934782608.695652,-2.739734268e+01
340,936956521.739130,-2.702512741e+01
341,939130434.782609,-2.652600479e+01
342,941304347.826087,-2.607208633e+01
343,943478260.869565,-2.560232925e+01
344,945652173.913043,-2.505431366e+01
345,947826086.956522,-2.445382309e+01
346,950000000.000000,-2.396480942e+01
347,952173913.043478,-2.349610901e+01
348,954347826.086957,-2.302735519e+01
349,956521739.130435,-2.254134750e+01
350,958695652.173913,-2.205651855e+01
351,960869565.217391,-2.188278198e+01
352,963043478.260870,-2.168683624e+01
353,965217391.304348,-2.149620056e+01
354,967391304.347826,-2.127361679e+01
355,969565217.391304,-2.109504700e+01
356,971739130.434783,-2.102134323e+01
357,973913043.478261,-2.097699738e+01
358,976086956.521739,-2.105350494e+01
359,978260869.565217,-2.116328430e+01
360,980434782.608696,-2.125622177e+01
361,982608695.652174,-2.144166565e+01
362,984782608.695652,-2.168935013e+01
363,986956521.739130,-2.184335327e+01
364,989130434.782609,-2.193550873e+01
365,991304347.826087,-2.195737076e+01
366,993478260.869565,-2.187195587e+01
367,995652173.913043,-2.175311279e+01
368,997826086.956522,-2.169723892e+01
369,1000000000.000000,-2.162410355e+01
370,1002173913.043478,-2.160011292e+01
371,1004347826.086957,-2.158464050e+01
372,1006521739.130435,-2.156837463e+01
373,1008695652.173913,-2.158459473e+01
374,1010869565.217391,-2.168873596e+01
375,1013043478.260870,-2.181164169e+01
376,1015217391.304348,-2.197876358e+01
377,1017391304.347826,-2.223520660e+01
378,1019565217.391304,-2.255881119e+01
379,1021739130.434783,-2.301769638e+01
380,1023913043.478261,-2.333063126e+01
381,1026086956.521739,-2.382742691e+01
382,1028260869.565217,-2.439207840e+01
383,1030434782.608696,-2.494163513e+01
384,1032608695.652174,-2.564345932e+01
385,1034782608.695652,-2.627608871e+01
386,1036956521.739130,-2.684381485e+01
387,1039130434.782609,-2.736174774e+01
388,1041304347.826087,-2.767879105e+01
389,1043478260.869565,-2.812920380e+01
390,1045652173.913043,-2.835717392e+01
391,1047826086.956522,-2.876034546e+01
392,1050000000.000000,-2.891383362e+01
393,1052173913.043478,-2.896561432e+01
394,1054347826.086957,-2.907324600e+01
395,1056521739.130435,-2.903165817e+01
396,1058695652.173913,-2.911277771e+01
397,1060869565.217391,-2.920386124e+01
398,1063043478.260870,-2.925511551e+01
399,1065217391.304348,-2.937037277e+01
400,1067391304.347826,-2.939856720e+01
401,1069565217.391304,-2.963134766e+01
402,1071739130.434783,-2.987712860e+01
403,1073913043.478261,-3.026660538e+01
404,1076086956.521739,-3.069034195e+01
405,1078260869.565217,-3.115532303e+01
406,1080434782.608696,-3.161547089e+01
407,1082608695.652174,-3.238918686e+01
408,1084782608.695652,-3.280165482e+01
409,1086956521.739130,-3.308785248e+01
410,1089130434.782609,-3.342563248e+01
411,1091304347.826087,-3.364773941e+01
412,1093478260.869565,-3.380435181e+01
413,1095652173.913043,-3.373316956e+01
414,1097826086.956522,-3.365417099e+01
415,1100000000.000000,-3.344964218e+01
416,1102173913.043478,-3.336759949e+01
417,1104347826.086957,-3.300163269e+01
418,1106521739.130435,-3.276490784e+01
419,1108695652.173913,-3.270148087e+01
420,1110869565.217391,-3.226672363e+01
421,1113043478.260870,-3.194975281e+01
422,1115217391.304348,-3.155848694e+01
423,1117391304.347826,-3.130958176e+01
424,1119565217.391304,-3.113298035e+01
425,1121739130.434783,-3.092316055e+01
426,1123913043.478261,-3.073077011e+01
427,1126086956.521739,-3.055541611e+01
428,1128260869.565217,-3.047535706e+01
429,1130434782.608696,-3.022813416e+01
430,1132608695.652174,-2.989321136e+01
431,1134782608.695652,-2.970073700e+01
432,1136956521.739130,-2.926812744e+01
433,1139130434.782609,-2.871683884e+01
434,1141304347.826087,-2.809477997e+01
435,1143478260.869565,-2.736625671e+01
436,1145652173.913043,-2.663947296e+01
437,1147826086.956522,-2.589330292e+01
438,1150000000.000000,-2.519321823e+01
439,1152173913.043478,-2.465071487e+01
440,1154347826.086957,-2.411328888e+01
441,1156521739.130435,-2.358245850e+01
442,1158695652.173913,-2.324164963e+01
443,1160869565.217391,-2.287196350e+01
444,1163043478.260870,-2.273585129e+01
445,1165217391.304348,-2.262103653e+01
446,1167391304.347826,-2.272407532e+01
447,1169565217.391304,-2.283704376e+01
448,1171739130.434783,-2.291365814e+01
449,1173913043.478261,-2.299261093e+01
450,1176086956.521739,-2.308707047e+01
451,1178260869.565217,-2.319794846e+01
452,1180434782.608696,-2.320514297e+01
453,1182608695.652174,-2.331624985e+01
454,1184782608.695652,-2.334170532e+01
455,1186956521.739130,-2.342078781e+01
456,1189130434.782609,-2.339237595e+01
457,1191304347.826087,-2.328319550e+01
458,1193478260.869565,-2.322283936e+01
459,1195652173.913043,-2.317462540e+01
460,1197826086.956522,-2.318700790e+01
461,1200000000.000000,-2.325968933e+01
